Format Version,1.1,Take Name,rot_x-y-z_(y=gravity),Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-09-09 01.24.52.135 AM,Total Frames,3349,Rotation Type,Quaternion

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Rigid Body 2,Rigid Body 2,Rigid Body 2,Rigid Body 2,Rigid Body 2,Rigid Body 2,Rigid Body 2,Rigid Body 2,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,Rigid Body 1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,Rigid Body 3,Rigid Body 3,Rigid Body 3,Rigid Body 3,Rigid Body 3,Rigid Body 3,Rigid Body 3,Rigid Body 3,1,1,1,1,2,2,2,2,3,3,3,3,Rigid Body 2_1,Rigid Body 2_1,Rigid Body 2_1,Rigid Body 2_2,Rigid Body 2_2,Rigid Body 2_2,Rigid Body 2_3,Rigid Body 2_3,Rigid Body 2_3,Rigid Body 2_4,Rigid Body 2_4,Rigid Body 2_4,Rigid Body 1_1,Rigid Body 1_1,Rigid Body 1_1,Rigid Body 1_3,Rigid Body 1_3,Rigid Body 1_3,Rigid Body 1_4,Rigid Body 1_4,Rigid Body 1_4,Rigid Body 3_1,Rigid Body 3_1,Rigid Body 3_1,Rigid Body 3_2,Rigid Body 3_2,Rigid Body 3_2,Rigid Body 3_3,Rigid Body 3_3,Rigid Body 3_3,Marker_10010,Marker_10010,Marker_10010,Marker_10004,Marker_10004,Marker_10004,Marker_10008,Marker_10008,Marker_10008,Marker_10009,Marker_10009,Marker_10009,Marker_10000,Marker_10000,Marker_10000,Marker_10001,Marker_10001,Marker_10001,Marker_10002,Marker_10002,Marker_10002,Marker_10013,Marker_10013,Marker_10013
,,"8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC539111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","8392B20CF49E3573200000001","8392B20CF49E3573200000001","8392B20CF49E3573200000001","8392B20CF49E3573200000002","8392B20CF49E3573200000002","8392B20CF49E3573200000002","8392B20CF49E3573200000003","8392B20CF49E3573200000003","8392B20CF49E3573200000003","8392B20CF49E3573200000004","8392B20CF49E3573200000004","8392B20CF49E3573200000004","8392B20CF49E3573300000001","8392B20CF49E3573300000001","8392B20CF49E3573300000001","8392B20CF49E3573300000003","8392B20CF49E3573300000003","8392B20CF49E3573300000003","8392B20CF49E3573300000004","8392B20CF49E3573300000004","8392B20CF49E3573300000004","8392B20CF49E3573400000001","8392B20CF49E3573400000001","8392B20CF49E3573400000001","8392B20CF49E3573400000002","8392B20CF49E3573400000002","8392B20CF49E3573400000002","8392B20CF49E3573400000003","8392B20CF49E3573400000003","8392B20CF49E3573400000003","8392B20CF49E3570271A","8392B20CF49E3570271A","8392B20CF49E3570271A","8392B20CF49E35702714","8392B20CF49E35702714","8392B20CF49E35702714","8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E35702719","8392B20CF49E35702719","8392B20CF49E35702719","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702712","8392B20CF49E35702712","8392B20CF49E35702712","8392B20CF49E3570271D","8392B20CF49E3570271D","8392B20CF49E3570271D"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.042073,0.118075,-0.002492,0.992110,0.399155,0.089952,1.197615,0.000356,0.384341,0.025102,1.139021,0.354211,0.413871,0.154362,1.256339,0.252860,0.383236,0.143525,1.128989,0.251594,0.415170,0.036818,1.266111,0.000000,-0.008006,-0.045660,0.026718,0.998568,0.587325,2.449723,1.404297,0.002509,0.503762,1.268540,2.861707,0.266441,0.666318,3.634250,-0.058121,0.000000,0.777331,1.238989,-0.019217,0.259070,0.401888,3.657111,2.832819,0.220128,-0.000659,0.000693,-0.003378,0.999994,-0.100257,0.055618,0.127666,0.001730,-0.003475,0.055813,-0.005036,0.007912,-0.001944,0.056695,0.394368,0.691362,-0.295352,0.054347,-0.006334,0.000000,0.384321,0.024985,1.139050,0.413895,0.154331,1.256478,0.383201,0.143682,1.128775,0.414974,0.037273,1.265672,0.510362,0.020912,1.736032,0.524177,0.029906,-1.155787,0.538276,2.408992,1.749667,-0.001593,0.055839,-0.004601,-0.001947,0.056672,0.394127,-0.297267,0.054416,-0.006056,0.534754,2.424320,-1.145450,,,,,,,,,,,,,,,,,,,,,
1,0.008333,0.042072,0.118135,-0.002459,0.992103,0.399134,0.089942,1.197631,0.000371,0.384318,0.025091,1.139038,0.358873,0.413853,0.154353,1.256354,0.273709,0.383204,0.143515,1.129007,0.261653,0.415161,0.036809,1.266125,0.000000,0.014693,0.996281,-0.077078,-0.035608,293.827606,18170.162109,16311.447266,0.002113,293.708038,18168.753906,16310.209961,0.362703,293.952393,18171.574219,16312.688477,0.000000,293.911224,18169.205078,16313.061523,0.303833,293.738770,18171.115234,16309.829102,0.276753,-0.000788,0.000766,-0.003251,0.999994,-0.100261,0.055498,0.127663,0.001732,-0.003498,0.055683,-0.005053,0.003958,-0.001909,0.056668,0.394350,0.683723,-0.295375,0.054142,-0.006309,0.000000,0.384350,0.024964,1.139052,0.413871,0.154323,1.256480,0.383182,0.143689,1.128786,0.414918,0.037301,1.265676,0.512340,0.020246,1.736516,0.524179,0.029897,-1.155818,0.538283,2.408999,1.749663,-0.001616,0.055852,-0.004589,-0.001919,0.056658,0.394116,-0.297267,0.054413,-0.006053,0.534722,2.424325,-1.145410,,,,,,,,,,,,,,,,,,,,,
2,0.016667,0.042114,0.117993,-0.002479,0.992118,0.399137,0.089961,1.197626,0.000368,0.384334,0.025116,1.139024,0.383021,0.413844,0.154367,1.256358,0.215533,0.383230,0.143540,1.129001,0.250036,0.415142,0.036822,1.266120,0.000000,-0.467700,-0.058077,-0.259588,0.842910,0.369956,-2.274249,-5.771940,0.002070,-0.024816,-1.601583,-4.063756,0.373531,0.761744,-2.947199,-7.487064,0.000000,-0.431972,-3.970152,-5.676065,0.341523,1.174869,-0.578060,-5.860876,0.250050,-0.000713,0.000718,-0.003417,0.999994,-0.100286,0.055589,0.127663,0.001756,-0.003511,0.055762,-0.005044,0.006541,-0.001960,0.056687,0.394360,0.692476,-0.295387,0.054318,-0.006327,0.000000,0.384296,0.024991,1.139040,0.413910,0.154319,1.256501,0.383183,0.143687,1.128785,0.414914,0.037310,1.265694,0.511150,0.020566,1.736991,0.524204,0.029886,-1.155789,0.538285,2.408987,1.749694,-0.001596,0.055832,-0.004600,-0.001971,0.056677,0.394118,-0.297332,0.054435,-0.006042,0.534669,2.424287,-1.145315,,,,,,,,,,,,,,,,,,,,,
3,0.025000,0.042081,0.117913,-0.002714,0.992128,0.399146,0.089922,1.197647,0.000355,0.384321,0.025076,1.139051,0.403228,0.413873,0.154328,1.256374,0.277616,0.383273,0.143499,1.129014,0.282986,0.415116,0.036783,1.266150,0.000000,-0.001236,0.068248,0.997653,0.005493,-7017920455784657800000.000000,-419898623663832100000000.000000,-383235863932522440000000.000000,0.002066,-7017920455784657800000.000000,-419898623663832100000000.000000,-383235863932522440000000.000000,0.372438,-7017920455784657800000.000000,-419898623663832100000000.000000,-383235863932522440000000.000000,0.000000,-7017920455784657800000.000000,-419898623663832100000000.000000,-383235863932522440000000.000000,0.310608,-7017920455784657800000.000000,-419898623663832100000000.000000,-383235863932522440000000.000000,0.284005,-0.000841,0.000801,-0.003240,0.999994,-0.100240,0.055461,0.127661,0.001750,-0.003487,0.055635,-0.005062,0.006568,-0.001870,0.056662,0.394341,0.683443,-0.295364,0.054088,-0.006296,0.000000,0.384288,0.025001,1.139048,0.413881,0.154326,1.256476,0.383198,0.143683,1.128790,0.414946,0.037298,1.265680,0.512549,0.020174,1.736545,0.524210,0.029885,-1.155844,0.538275,2.408991,1.749667,-0.001608,0.055843,-0.004595,-0.001894,0.056655,0.394107,-0.297296,0.054435,-0.006041,0.534682,2.424312,-1.145366,,,,,,,,,,,,,,,,,,,,,
4,0.033333,0.042086,0.118151,-0.002743,0.992100,0.399114,0.089973,1.197603,0.000343,0.384258,0.025129,1.139014,0.382827,0.413873,0.154379,1.256323,0.267464,0.383210,0.143552,1.128978,0.269982,0.415115,0.036834,1.266098,0.000000,0.000740,0.999360,0.031115,-0.017645,2.199315,118.729027,169.425720,0.002111,2.160100,117.619308,167.911392,0.363398,2.243513,119.842125,170.944626,0.000000,2.253099,117.448433,170.798874,0.302482,2.140547,120.006241,168.048004,0.278481,-0.000578,0.000784,-0.003538,0.999993,-0.100265,0.055639,0.127668,0.001788,-0.003507,0.055824,-0.005051,0.013412,-0.001904,0.056641,0.394353,0.681889,-0.295384,0.054452,-0.006297,0.000000,0.384276,0.025003,1.139046,0.413878,0.154331,1.256460,0.383185,0.143694,1.128784,0.414963,0.037286,1.265688,0.512378,0.020227,1.736524,0.524186,0.029898,-1.155795,0.538282,2.409003,1.749681,-0.001612,0.055847,-0.004596,-0.001902,0.056641,0.394102,-0.297372,0.054472,-0.006042,0.534769,2.424321,-1.145423,,,,,,,,,,,,,,,,,,,,,
5,0.041667,0.042010,0.118086,-0.002510,0.992111,0.399159,0.089927,1.197648,0.000383,0.384343,0.025069,1.139062,0.336269,0.413878,0.154344,1.256363,0.207784,0.383240,0.143491,1.129015,0.226081,0.415175,0.036801,1.266150,0.000000,0.452914,0.025034,0.000523,0.891203,0.474224,1.786384,3.247045,0.002526,0.498461,-0.087412,3.126539,0.264037,0.445052,3.665883,3.368066,0.000000,0.377108,2.254405,1.430483,0.255712,0.576276,1.312660,5.063090,0.217347,-0.000812,0.000787,-0.003211,0.999994,-0.100238,0.055464,0.127644,0.001756,-0.003481,0.055650,-0.005076,0.005567,-0.001875,0.056655,0.394328,0.681364,-0.295358,0.054086,-0.006319,0.000000,0.384362,0.024951,1.139050,0.413894,0.154332,1.256494,0.383200,0.143696,1.128769,0.414876,0.037336,1.265709,0.510302,0.020918,1.736015,0.524153,0.029923,-1.155787,0.538271,2.408986,1.749657,-0.001593,0.055843,-0.004602,-0.001894,0.056644,0.394092,-0.297286,0.054421,-0.006069,0.534760,2.424336,-1.145458,,,,,,,,,,,,,,,,,,,,,
