Format Version,1.1,Take Name,13_concentric_diamonds_1mps_cal,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-09-13 08.12.11.869 PM,Total Frames,4140,Rotation Type,Quaternion

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Rigid Body 2,Rigid Body 2,Rigid Body 2,Rigid Body 2,Rigid Body 2,Rigid Body 2,Rigid Body 2,Rigid Body 2,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,Rigid Body 3,Rigid Body 3,Rigid Body 3,Rigid Body 3,Rigid Body 3,Rigid Body 3,Rigid Body 3,Rigid Body 3,1,1,1,1,2,2,2,2,3,3,3,3,Rigid Body 2_1,Rigid Body 2_1,Rigid Body 2_1,Rigid Body 2_2,Rigid Body 2_2,Rigid Body 2_2,Rigid Body 2_3,Rigid Body 2_3,Rigid Body 2_3,Rigid Body 2_4,Rigid Body 2_4,Rigid Body 2_4,Marker_10007,Marker_10007,Marker_10007,Marker_10010,Marker_10010,Marker_10010,Marker_10014,Marker_10014,Marker_10014,Marker_10009,Marker_10009,Marker_10009
,,"8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","8B8CBC04111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","DF7EC53A111111EC6E6FD9C3D17C5382","8392B20CF49E3573200000001","8392B20CF49E3573200000001","8392B20CF49E3573200000001","8392B20CF49E3573200000002","8392B20CF49E3573200000002","8392B20CF49E3573200000002","8392B20CF49E3573200000003","8392B20CF49E3573200000003","8392B20CF49E3573200000003","8392B20CF49E3573200000004","8392B20CF49E3573200000004","8392B20CF49E3573200000004","8392B20CF49E35702717","8392B20CF49E35702717","8392B20CF49E35702717","8392B20CF49E3570271A","8392B20CF49E3570271A","8392B20CF49E3570271A","8392B20CF49E3570271E","8392B20CF49E3570271E","8392B20CF49E3570271E","8392B20CF49E35702719","8392B20CF49E35702719","8392B20CF49E35702719"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.087735,0.000059,0.009684,0.996097,-0.196869,1.198841,0.083767,0.000203,-0.196608,1.139783,0.017658,0.000000,-0.197248,1.257450,0.149939,0.797098,-0.197034,1.258632,0.018513,0.451880,-0.196585,1.139499,0.148958,0.420488,,,,,,,,,,,,,,,,,,,,,-0.196925,1.139325,0.018138,-0.197309,1.257476,0.149915,-0.196948,1.258667,0.018558,-0.196458,1.139437,0.148935,-0.132227,2.406173,1.457678,-0.145995,2.442924,-1.439788,-0.133158,0.013883,1.427967,-0.132368,0.047802,-1.470030
1,0.008333,0.087587,0.000074,0.009660,0.996110,-0.196889,1.198831,0.083779,0.000216,-0.196633,1.139754,0.017688,0.000000,-0.197264,1.257459,0.149934,0.731301,-0.197054,1.258603,0.018508,0.459518,-0.196606,1.139508,0.148988,0.415592,,,,,,,,,,,,,,,,,,,,,-0.196945,1.139331,0.018159,-0.197354,1.257481,0.149891,-0.196955,1.258658,0.018566,-0.196462,1.139429,0.148937,-0.132231,2.406173,1.457678,-0.145969,2.442960,-1.439819,-0.133172,0.013873,1.427935,-0.132370,0.047828,-1.470001
2,0.016667,0.087616,-0.000120,0.009585,0.996108,-0.196896,1.198832,0.083770,0.000214,-0.196626,1.139759,0.017675,0.000000,-0.197285,1.257456,0.149928,0.724077,-0.197026,1.258608,0.018502,0.424608,-0.196648,1.139505,0.148974,0.386377,,,,,,,,,,,,,,,,,,,,,-0.196953,1.139334,0.018152,-0.197367,1.257487,0.149893,-0.196917,1.258657,0.018561,-0.196485,1.139423,0.148961,-0.132231,2.406173,1.457665,-0.145819,2.443003,-1.440017,-0.133158,0.013869,1.427949,-0.132432,0.047877,-1.469927
3,0.025000,0.087557,-0.000044,0.009410,0.996115,-0.196904,1.198840,0.083797,0.000214,-0.196666,1.139759,0.017709,0.000000,-0.197261,1.257473,0.149948,0.739444,-0.197026,1.258609,0.018522,0.440574,-0.196665,1.139521,0.149008,0.374148,,,,,,,,,,,,,,,,,,,,,-0.196971,1.139347,0.018170,-0.197359,1.257501,0.149915,-0.196915,1.258672,0.018569,-0.196501,1.139432,0.148965,-0.132254,2.406179,1.457671,-0.146092,2.442915,-1.439692,-0.133199,0.013899,1.427908,-0.132269,0.047736,-1.470194
4,0.033333,0.087824,0.000021,0.009446,0.996091,-0.196860,1.198866,0.083779,0.000205,-0.196626,1.139820,0.017660,0.000000,-0.197213,1.257463,0.149962,0.806669,-0.196995,1.258669,0.018536,0.465678,-0.196607,1.139512,0.148959,0.416917,,,,,,,,,,,,,,,,,,,,,-0.196980,1.139346,0.018156,-0.197278,1.257492,0.149933,-0.196908,1.258692,0.018567,-0.196481,1.139453,0.148938,-0.132242,2.406166,1.457679,-0.145915,2.442988,-1.439883,-0.133195,0.013896,1.427890,-0.132345,0.047810,-1.470073
5,0.041667,0.087859,-0.000110,0.009459,0.996088,-0.196842,1.198880,0.083768,0.000197,-0.196590,1.139839,0.017645,0.000000,-0.197213,1.257472,0.149955,0.817420,-0.196960,1.258688,0.018530,0.497960,-0.196606,1.139521,0.148944,0.440178,,,,,,,,,,,,,,,,,,,,,-0.196968,1.139366,0.018164,-0.197261,1.257500,0.149931,-0.196877,1.258687,0.018557,-0.196499,1.139482,0.148949,-0.132218,2.406173,1.457671,-0.145989,2.442941,-1.439782,-0.133188,0.013900,1.427930,-0.132220,0.047732,-1.470226
6,0.050000,0.087764,-0.000065,0.009197,0.996099,-0.196854,1.198874,0.083772,0.000206,-0.196641,1.139820,0.017660,0.000000,-0.197186,1.257479,0.149947,0.803490,-0.196950,1.258670,0.018522,0.510053,-0.196640,1.139528,0.148959,0.381071,,,,,,,,,,,,,,,,,,,,,-0.196972,1.139391,0.018168,-0.197272,1.257519,0.149933,-0.196848,1.258704,0.018540,-0.196486,1.139469,0.148935,-0.132239,2.406171,1.457665,-0.145972,2.442952,-1.439824,-0.133192,0.013910,1.427889,-0.132342,0.047804,-1.470017
7,0.058333,0.087813,-0.000044,0.009323,0.996093,-0.196838,1.198901,0.083768,0.000203,-0.196611,1.139854,0.017650,0.000000,-0.197183,1.257499,0.149949,0.788596,-0.196950,1.258703,0.018524,0.481547,-0.196607,1.139548,0.148949,0.431868,,,,,,,,,,,,,,,,,,,,,-0.196976,1.139388,0.018157,-0.197234,1.257523,0.149925,-0.196882,1.258714,0.018570,-0.196508,1.139490,0.148940,-0.132220,2.406178,1.457674,-0.145916,2.442976,-1.439873,-0.133166,0.013879,1.427940,-0.132315,0.047782,-1.470125
8,0.066667,0.087914,-0.000146,0.009375,0.996084,-0.196844,1.198902,0.083786,0.000204,-0.196599,1.139868,0.017655,0.000000,-0.197209,1.257487,0.149979,0.810345,-0.196948,1.258717,0.018554,0.501562,-0.196622,1.139536,0.148955,0.402864,,,,,,,,,,,,,,,,,,,,,-0.196996,1.139391,0.018163,-0.197257,1.257522,0.149937,-0.196863,1.258717,0.018554,-0.196503,1.139481,0.148931,-0.132236,2.406163,1.457676,-0.145948,2.442970,-1.439838,-0.133192,0.013893,1.427912,-0.132405,0.047869,-1.469930
9,0.075000,0.087760,0.000030,0.009039,0.996101,-0.196868,1.198877,0.083779,0.000202,-0.196687,1.139822,0.017667,0.000000,-0.197167,1.257483,0.149954,0.803945,-0.196960,1.258672,0.018528,0.497462,-0.196657,1.139531,0.148966,0.390833,,,,,,,,,,,,,,,,,,,,,-0.197016,1.139393,0.018163,-0.197262,1.257518,0.149936,-0.196850,1.258705,0.018549,-0.196499,1.139475,0.148945,-0.132223,2.406174,1.457668,-0.145879,2.442986,-1.439913,-0.133179,0.013898,1.427911,-0.132215,0.047706,-1.470254
10,0.083333,0.087795,-0.000166,0.009208,0.996096,-0.196849,1.198880,0.083774,0.000197,-0.196622,1.139830,0.017659,0.000000,-0.197194,1.257481,0.149954,0.820667,-0.196932,1.258680,0.018528,0.466623,-0.196647,1.139529,0.148958,0.405755,,,,,,,,,,,,,,,,,,,,,-0.196981,1.139376,0.018161,-0.197243,1.257514,0.149944,-0.196861,1.258702,0.018560,-0.196543,1.139479,0.148967,-0.132239,2.406180,1.457689,-0.145926,2.442980,-1.439861,-0.133185,0.013896,1.427921,-0.132258,0.047763,-1.470185
11,0.091667,0.087822,-0.000047,0.009208,0.996094,-0.196859,1.198870,0.083763,0.000197,-0.196646,1.139824,0.017644,0.000000,-0.197189,1.257468,0.149946,0.831058,-0.196958,1.258673,0.018520,0.478166,-0.196640,1.139516,0.148943,0.401838,,,,,,,,,,,,,,,,,,,,,-0.196987,1.139374,0.018154,-0.197261,1.257513,0.149943,-0.196874,1.258703,0.018553,-0.196502,1.139476,0.148949,-0.132228,2.406175,1.457687,-0.145982,2.442946,-1.439808,-0.133169,0.013889,1.427921,-0.132349,0.047811,-1.470026
12,0.100000,0.087881,-0.000047,0.009280,0.996088,-0.196873,1.198887,0.083762,0.000203,-0.196652,1.139849,0.017636,0.000000,-0.197213,1.257477,0.149951,0.787525,-0.196981,1.258698,0.018526,0.511882,-0.196647,1.139526,0.148935,0.432287,,,,,,,,,,,,,,,,,,,,,-0.197030,1.139394,0.018183,-0.197275,1.257510,0.149933,-0.196896,1.258697,0.018566,-0.196533,1.139488,0.148959,-0.132196,2.406173,1.457740,-0.145925,2.442945,-1.439850,-0.133176,0.013887,1.427934,-0.132373,0.047838,-1.469994
13,0.108333,0.087893,-0.000072,0.009416,0.996085,-0.196862,1.198872,0.083755,0.000202,-0.196620,1.139835,0.017627,0.000000,-0.197223,1.257459,0.149945,0.802128,-0.196981,1.258684,0.018520,0.498008,-0.196625,1.139508,0.148926,0.406962,,,,,,,,,,,,,,,,,,,,,-0.196998,1.139368,0.018162,-0.197273,1.257501,0.149931,-0.196896,1.258686,0.018554,-0.196501,1.139462,0.148939,-0.132199,2.406171,1.457724,-0.145952,2.442945,-1.439815,-0.133174,0.013880,1.427940,-0.132252,0.047745,-1.470186
14,0.116667,0.087738,-0.000049,0.009413,0.996099,-0.196889,1.198866,0.083779,0.000195,-0.196650,1.139808,0.017669,0.000000,-0.197246,1.257474,0.149951,0.839830,-0.197010,1.258658,0.018525,0.478317,-0.196649,1.139523,0.148969,0.443500,,,,,,,,,,,,,,,,,,,,,-0.196980,1.139342,0.018156,-0.197310,1.257494,0.149930,-0.196919,1.258680,0.018551,-0.196522,1.139479,0.148952,-0.132242,2.406175,1.457690,-0.146012,2.442930,-1.439750,-0.133196,0.013895,1.427903,-0.132326,0.047787,-1.470059
15,0.125000,0.087678,-0.000164,0.009571,0.996103,-0.196912,1.198846,0.083761,0.000216,-0.196639,1.139781,0.017659,0.000000,-0.197304,1.257462,0.149927,0.768391,-0.197034,1.258630,0.018501,0.445673,-0.196672,1.139511,0.148958,0.371609,,,,,,,,,,,,,,,,,,,,,-0.196982,1.139333,0.018161,-0.197384,1.257500,0.149903,-0.196919,1.258676,0.018541,-0.196503,1.139433,0.148944,-0.132236,2.406170,1.457682,-0.145976,2.442950,-1.439797,-0.133175,0.013892,1.427928,-0.132333,0.047795,-1.470067
16,0.133333,0.087629,-0.000167,0.009433,0.996109,-0.196928,1.198836,0.083778,0.000211,-0.196672,1.139764,0.017682,0.000000,-0.197303,1.257459,0.149938,0.750540,-0.197035,1.258614,0.018512,0.459213,-0.196703,1.139507,0.148982,0.387084,,,,,,,,,,,,,,,,,,,,,-0.197003,1.139339,0.018167,-0.197383,1.257487,0.149902,-0.196943,1.258653,0.018547,-0.196557,1.139433,0.148962,-0.132232,2.406175,1.457677,-0.145955,2.442963,-1.439842,-0.133205,0.013898,1.427915,-0.132384,0.047836,-1.470013
17,0.141667,0.087684,-0.000118,0.009629,0.996102,-0.196930,1.198835,0.083763,0.000204,-0.196655,1.139770,0.017661,0.000000,-0.197324,1.257450,0.149929,0.768477,-0.197065,1.258620,0.018504,0.466094,-0.196677,1.139499,0.148960,0.404116,,,,,,,,,,,,,,,,,,,,,-0.196986,1.139334,0.018145,-0.197419,1.257480,0.149911,-0.196944,1.258653,0.018559,-0.196498,1.139430,0.148940,-0.132203,2.406176,1.457710,-0.145930,2.442962,-1.439848,-0.133200,0.013902,1.427894,-0.132406,0.047849,-1.469954
18,0.150000,0.087649,-0.000090,0.009532,0.996106,-0.196938,1.198830,0.083774,0.000214,-0.196678,1.139761,0.017675,0.000000,-0.197316,1.257450,0.149936,0.764399,-0.197066,1.258610,0.018510,0.451982,-0.196691,1.139498,0.148974,0.378265,,,,,,,,,,,,,,,,,,,,,-0.196992,1.139331,0.018156,-0.197413,1.257484,0.149909,-0.196950,1.258667,0.018551,-0.196522,1.139420,0.148939,-0.132235,2.406168,1.457684,-0.145921,2.442959,-1.439873,-0.133182,0.013884,1.427935,-0.132296,0.047776,-1.470118
19,0.158333,0.087663,-0.000652,0.010187,0.996098,-0.196865,1.198760,0.083786,0.000214,-0.196453,1.139694,0.017685,0.000000,-0.197395,1.257376,0.149950,0.734329,-0.196985,1.258543,0.018524,0.475251,-0.196627,1.139426,0.148985,0.387010,,,,,,,,,,,,,,,,,,,,,-0.197022,1.139340,0.018165,-0.197434,1.257488,0.149914,-0.196992,1.258657,0.018576,-0.196535,1.139419,0.148936,-0.132234,2.406175,1.457664,-0.145867,2.442987,-1.439922,-0.133194,0.013894,1.427939,-0.132329,0.047796,-1.470088
20,0.166667,0.087816,0.000056,0.009640,0.996090,-0.196921,1.198847,0.083761,0.000212,-0.196666,1.139800,0.017642,0.000000,-0.197295,1.257445,0.149942,0.766588,-0.197082,1.258649,0.018517,0.484532,-0.196642,1.139494,0.148941,0.419801,,,,,,,,,,,,,,,,,,,,,-0.197019,1.139343,0.018151,-0.197357,1.257474,0.149910,-0.196997,1.258674,0.018565,-0.196515,1.139430,0.148915,-0.132210,2.406180,1.457695,-0.146027,2.442919,-1.439703,-0.133198,0.013906,1.427907,-0.132371,0.047838,-1.469988
21,0.175000,0.087773,-0.000196,0.009728,0.996093,-0.196962,1.198853,0.083763,0.000215,-0.196665,1.139801,0.017650,0.000000,-0.197378,1.257456,0.149940,0.745498,-0.197097,1.258650,0.018514,0.450477,-0.196709,1.139505,0.148949,0.404244,,,,,,,,,,,,,,,,,,,,,-0.197039,1.139342,0.018166,-0.197445,1.257489,0.149905,-0.197003,1.258674,0.018567,-0.196570,1.139436,0.148951,-0.132223,2.406175,1.457681,-0.145979,2.442955,-1.439798,-0.133191,0.013905,1.427914,-0.132230,0.047730,-1.470221
22,0.183333,0.087734,-0.000122,0.009585,0.996098,-0.196976,1.198852,0.083772,0.000216,-0.196706,1.139794,0.017664,0.000000,-0.197365,1.257460,0.149945,0.760459,-0.197106,1.258643,0.018519,0.487687,-0.196728,1.139509,0.148963,0.361548,,,,,,,,,,,,,,,,,,,,,-0.197066,1.139352,0.018190,-0.197447,1.257509,0.149924,-0.196995,1.258670,0.018553,-0.196559,1.139437,0.148953,-0.132233,2.406170,1.457657,-0.145875,2.442984,-1.439922,-0.133203,0.013907,1.427904,-0.132293,0.047790,-1.470102
23,0.191667,0.087655,-0.000015,0.009505,0.996106,-0.196993,1.198846,0.083787,0.000212,-0.196746,1.139778,0.017688,0.000000,-0.197358,1.257465,0.149950,0.747771,-0.197128,1.258627,0.018524,0.469490,-0.196738,1.139514,0.148987,0.368435,,,,,,,,,,,,,,,,,,,,,-0.197084,1.139346,0.018172,-0.197456,1.257507,0.149922,-0.197013,1.258665,0.018569,-0.196566,1.139432,0.148950,-0.132213,2.406181,1.457710,-0.145952,2.442956,-1.439816,-0.133160,0.013879,1.427959,-0.132319,0.047777,-1.470102
24,0.200000,0.087613,-0.000163,0.009351,0.996111,-0.197007,1.198849,0.083783,0.000210,-0.196763,1.139775,0.017689,0.000000,-0.197371,1.257473,0.149941,0.762917,-0.197106,1.258624,0.018515,0.424667,-0.196790,1.139522,0.148988,0.373583,,,,,,,,,,,,,,,,,,,,,-0.197078,1.139346,0.018170,-0.197448,1.257505,0.149919,-0.196999,1.258677,0.018559,-0.196627,1.139444,0.148982,-0.132220,2.406182,1.457671,-0.145983,2.442954,-1.439774,-0.133153,0.013876,1.427958,-0.132314,0.047792,-1.470106
25,0.208333,0.087773,-0.000192,0.009426,0.996096,-0.196991,1.198861,0.083752,0.000208,-0.196733,1.139808,0.017639,0.000000,-0.197367,1.257464,0.149929,0.784287,-0.197093,1.258657,0.018503,0.484090,-0.196770,1.139513,0.148938,0.380302,,,,,,,,,,,,,,,,,,,,,-0.197111,1.139361,0.018155,-0.197448,1.257512,0.149911,-0.196986,1.258684,0.018537,-0.196605,1.139454,0.148930,-0.132218,2.406182,1.457691,-0.145950,2.442957,-1.439854,-0.133188,0.013888,1.427941,-0.132419,0.047859,-1.469929
26,0.216667,0.087826,-0.000081,0.009319,0.996092,-0.196979,1.198880,0.083755,0.000209,-0.196749,1.139835,0.017635,0.000000,-0.197329,1.257477,0.149938,0.774163,-0.197086,1.258684,0.018512,0.463391,-0.196754,1.139526,0.148935,0.407313,,,,,,,,,,,,,,,,,,,,,-0.197131,1.139371,0.018161,-0.197387,1.257510,0.149918,-0.197003,1.258700,0.018562,-0.196631,1.139465,0.148949,-0.132231,2.406165,1.457686,-0.145937,2.442965,-1.439843,-0.133185,0.013882,1.427932,-0.132431,0.047876,-1.469891
27,0.225000,0.087769,-0.000012,0.009081,0.996099,-0.196993,1.198873,0.083756,0.000201,-0.196802,1.139820,0.017643,0.000000,-0.197304,1.257477,0.149932,0.819744,-0.197084,1.258669,0.018506,0.486555,-0.196784,1.139526,0.148942,0.403327,,,,,,,,,,,,,,,,,,,,,-0.197135,1.139376,0.018150,-0.197384,1.257510,0.149925,-0.196980,1.258701,0.018537,-0.196625,1.139474,0.148937,-0.132212,2.406178,1.457687,-0.145863,2.442984,-1.439893,-0.133205,0.013904,1.427904,-0.132446,0.047866,-1.469914
28,0.233333,0.087739,-0.000146,0.008973,0.996103,-0.197018,1.198877,0.083795,0.000194,-0.196824,1.139820,0.017686,0.000000,-0.197331,1.257486,0.149968,0.823964,-0.197078,1.258670,0.018542,0.475290,-0.196839,1.139534,0.148985,0.394984,,,,,,,,,,,,,,,,,,,,,-0.197153,1.139393,0.018162,-0.197400,1.257514,0.149942,-0.196977,1.258701,0.018544,-0.196685,1.139483,0.148977,-0.132218,2.406181,1.457679,-0.145990,2.442946,-1.439782,-0.133204,0.013900,1.427899,-0.132345,0.047824,-1.470044
29,0.241667,0.087563,-0.000095,0.008908,0.996119,-0.197031,1.198857,0.083818,0.000189,-0.196852,1.139776,0.017730,0.028497,-0.197330,1.257489,0.149970,0.837473,-0.197092,1.258626,0.018544,0.469198,-0.196852,1.139536,0.149029,0.390930,,,,,,,,,,,,,,,,,,,,,-0.197165,1.139385,0.018153,-0.197409,1.257522,0.149953,-0.196988,1.258695,0.018551,-0.196695,1.139477,0.148986,-0.132228,2.406171,1.457668,-0.145957,2.442948,-1.439816,-0.133200,0.013882,1.427907,-0.132361,0.047818,-1.470032
30,0.250000,0.087841,-0.000230,0.009035,0.996094,-0.197025,1.198870,0.083755,0.000200,-0.196813,1.139827,0.017633,0.000000,-0.197356,1.257465,0.149940,0.816502,-0.197080,1.258676,0.018514,0.450970,-0.196851,1.139513,0.148933,0.385187,,,,,,,,,,,,,,,,,,,,,-0.197159,1.139379,0.018163,-0.197418,1.257506,0.149936,-0.196995,1.258701,0.018540,-0.196721,1.139470,0.148981,-0.132231,2.406171,1.457680,-0.145915,2.442969,-1.439856,-0.133171,0.013878,1.427932,-0.132430,0.047871,-1.469926
31,0.258333,0.087807,-0.000004,0.008845,0.996098,-0.197047,1.198871,0.083754,0.000204,-0.196887,1.139822,0.017637,0.000000,-0.197326,1.257470,0.149935,0.797383,-0.197113,1.258672,0.018509,0.490361,-0.196861,1.139519,0.148936,0.396757,,,,,,,,,,,,,,,,,,,,,-0.197229,1.139390,0.018176,-0.197402,1.257497,0.149937,-0.197020,1.258697,0.018547,-0.196706,1.139464,0.148968,-0.132225,2.406173,1.457690,-0.145923,2.442952,-1.439854,-0.133179,0.013874,1.427956,-0.132244,0.047747,-1.470163
32,0.266667,0.087743,-0.000274,0.009424,0.996099,-0.197058,1.198885,0.083770,0.000211,-0.196791,1.139828,0.017660,0.000000,-0.197444,1.257492,0.149943,0.749923,-0.197149,1.258678,0.018518,0.469210,-0.196849,1.139541,0.148960,0.360852,,,,,,,,,,,,,,,,,,,,,-0.197215,1.139385,0.018168,-0.197514,1.257524,0.149912,-0.197054,1.258689,0.018545,-0.196721,1.139457,0.148959,-0.132241,2.406168,1.457665,-0.145937,2.442962,-1.439855,-0.133188,0.013884,1.427931,-0.132312,0.047774,-1.470101
33,0.275000,0.087698,-0.000237,0.009126,0.996105,-0.197105,1.198865,0.083763,0.000211,-0.196880,1.139803,0.017659,0.000000,-0.197448,1.257479,0.149931,0.769832,-0.197168,1.258653,0.018505,0.463395,-0.196922,1.139527,0.148958,0.335576,,,,,,,,,,,,,,,,,,,,,-0.197231,1.139381,0.018180,-0.197536,1.257522,0.149928,-0.197042,1.258690,0.018538,-0.196721,1.139449,0.148975,-0.132223,2.406182,1.457658,-0.145918,2.442983,-1.439883,-0.133158,0.013867,1.427958,-0.132376,0.047843,-1.470007
34,0.283333,0.087852,-0.000101,0.009367,0.996090,-0.197063,1.198875,0.083772,0.000208,-0.196824,1.139832,0.017650,0.000000,-0.197421,1.257468,0.149958,0.784901,-0.197173,1.258682,0.018533,0.450707,-0.196836,1.139517,0.148949,0.382068,,,,,,,,,,,,,,,,,,,,,-0.197214,1.139367,0.018181,-0.197462,1.257505,0.149939,-0.197093,1.258693,0.018563,-0.196726,1.139456,0.148983,-0.132220,2.406189,1.457680,-0.145946,2.442960,-1.439814,-0.133197,0.013892,1.427911,-0.132313,0.047792,-1.470076
35,0.291667,0.087735,-0.000238,0.009479,0.996099,-0.197088,1.198866,0.083787,0.000213,-0.196818,1.139808,0.017678,0.000000,-0.197477,1.257474,0.149959,0.738558,-0.197190,1.258658,0.018534,0.441272,-0.196868,1.139523,0.148978,0.367729,,,,,,,,,,,,,,,,,,,,,-0.197217,1.139364,0.018179,-0.197553,1.257523,0.149912,-0.197094,1.258681,0.018561,-0.196725,1.139454,0.148980,-0.132211,2.406182,1.457675,-0.145880,2.442975,-1.439909,-0.133194,0.013917,1.427906,-0.132336,0.047811,-1.470069
36,0.300000,0.087720,-0.000347,0.009949,0.996095,-0.197052,1.198901,0.083779,0.000220,-0.196708,1.139842,0.017672,0.000000,-0.197515,1.257510,0.149950,0.737386,-0.197189,1.258691,0.018524,0.431140,-0.196797,1.139560,0.148971,0.356771,,,,,,,,,,,,,,,,,,,,,-0.197223,1.139355,0.018178,-0.197569,1.257514,0.149910,-0.197104,1.258686,0.018557,-0.196701,1.139439,0.148972,-0.132222,2.406176,1.457680,-0.145857,2.442991,-1.439917,-0.133188,0.013902,1.427897,-0.132318,0.047813,-1.470111
37,0.308333,0.087659,-0.000051,0.009393,0.996106,-0.197115,1.198834,0.083757,0.000213,-0.196879,1.139767,0.017657,0.000000,-0.197471,1.257453,0.149920,0.749208,-0.197234,1.258616,0.018494,0.461313,-0.196878,1.139502,0.148956,0.386795,,,,,,,,,,,,,,,,,,,,,-0.197215,1.139344,0.018158,-0.197556,1.257485,0.149893,-0.197118,1.258660,0.018538,-0.196705,1.139430,0.148948,-0.132240,2.406178,1.457681,-0.145999,2.442935,-1.439772,-0.133179,0.013886,1.427933,-0.132383,0.047828,-1.470018
38,0.316667,0.087828,0.000016,0.009721,0.996088,-0.197122,1.198854,0.083737,0.000226,-0.196851,1.139808,0.017617,0.000000,-0.197511,1.257450,0.149920,0.725451,-0.197285,1.258657,0.018494,0.453197,-0.196840,1.139499,0.148916,0.396735,,,,,,,,,,,,,,,,,,,,,-0.197266,1.139334,0.018190,-0.197593,1.257477,0.149901,-0.197175,1.258669,0.018568,-0.196715,1.139420,0.148959,-0.132240,2.406173,1.457681,-0.145963,2.442959,-1.439825,-0.133176,0.013893,1.427930,-0.132298,0.047777,-1.470112
