7.46	15.75, 15.75, 48.26, 36.55
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.76, 7.10	15.75, 15.75, 47.39, 36.11
0,0,0,0,8,8,8,8,-2.72, -2.44, -1.18, -1.40, 	 0.00,  0.00,  0.00,  0.00, 	0.20, 0.20, 0.60, 0.46, 	0.56,1.29, 0.56,1.28, -0.06,0.04,0.00,-0.00
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.73, 7.09	15.75, 15.75, 47.35, 36.08
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.73, 7.10	15.75, 15.75, 47.35, 36.08
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.71, 7.09	15.75, 15.75, 47.33, 36.07
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.71, 7.09	15.75, 15.75, 47.33, 36.06
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.68, 7.08	15.75, 15.75, 47.29, 36.04
0,0,0,0,8,8,8,8,-2.72, -2.44, -1.18, -1.40, 	-0.03,  0.00,  0.00,  0.00, 	0.20, 0.20, 0.60, 0.46, 	0.56,1.29, 0.56,1.28, -0.06,0.04,0.00,-0.00
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.65, 7.06	15.75, 15.75, 47.24, 36.01
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.64, 7.06	15.75, 15.75, 47.23, 36.01
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.63, 7.05	15.75, 15.75, 47.22, 36.01
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.61, 7.03	15.75, 15.75, 47.19, 36.00
0,0,0,0,8,8,8,8,-2.72, -2.44, -1.18, -1.40, 	-0.02,  0.00,  0.00, -0.02, 	0.20, 0.20, 0.60, 0.46, 	0.56,1.29, 0.56,1.28, -0.06,0.04,0.00,0.00
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.59, 7.02	15.75, 15.75, 47.15, 35.97
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.57, 7.01	15.75, 15.75, 47.12, 35.95
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.57, 7.01	15.75, 15.75, 47.13, 35.96
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.57, 7.01	15.75, 15.75, 47.12, 35.95
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.55, 7.01	15.75, 15.75, 47.10, 35.93
0,0,0,0,8,8,8,8,-2.72, -2.44, -1.18, -1.40, 	 0.00, -0.02,  0.00,  0.00, 	0.20, 0.20, 0.60, 0.46, 	0.56,1.29, 0.56,1.28, -0.06,0.04,0.00,-0.00
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.52, 7.00	15.75, 15.75, 47.06, 35.91
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.50, 6.99	15.75, 15.75, 47.03, 35.89
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.49, 6.99	15.75, 15.75, 47.03, 35.89
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.47, 6.98	15.75, 15.75, 47.00, 35.87
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.47, 6.98	15.75, 15.75, 46.99, 35.87
0,0,0,0,8,8,8,8,-2.72, -2.44, -1.18, -1.40, 	 0.00,  0.02,  0.00,  0.00, 	0.20, 0.20, 0.60, 0.46, 	0.56,1.29, 0.56,1.28, -0.06,0.04,-0.00,-0.00
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.43, 6.96	15.75, 15.75, 46.94, 35.84
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.42, 6.95	15.75, 15.75, 46.92, 35.83
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.42, 6.95	15.75, 15.75, 46.93, 35.83
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.41, 6.95	15.75, 15.75, 46.91, 35.82
0,0,0,0,8,8,8,8,-2.72, -2.44, -1.18, -1.40, 	 0.00,  0.00,  0.00,  0.00, 	0.20, 0.20, 0.60, 0.45, 	0.56,1.29, 0.56,1.28, -0.06,0.04,-0.00,-0.00
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.39, 6.92	15.75, 15.75, 46.87, 35.81
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.38, 6.90	15.75, 15.75, 46.85, 35.81
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.38, 6.90	15.75, 15.75, 46.84, 35.81
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.36, 6.89	15.75, 15.75, 46.82, 35.80
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.36, 6.89	15.75, 15.75, 46.82, 35.79
0,0,0,0,8,8,8,8,-2.72, -2.44, -1.18, -1.40, 	 0.00,  0.00,  0.00,  0.00, 	0.20, 0.20, 0.59, 0.45, 	0.56,1.29, 0.56,1.28, -0.06,0.04,0.00,0.00
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.33, 6.89	15.75, 15.75, 46.78, 35.76
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.32, 6.87	15.75, 15.75, 46.77, 35.77
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.30, 6.85	15.75, 15.75, 46.74, 35.76
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.30, 6.84	15.75, 15.75, 46.72, 35.76
0,0,0,0,8,8,8,8,-2.72, -2.44, -1.18, -1.40, 	 0.00,  0.00,  0.00, -0.03, 	0.20, 0.20, 0.59, 0.45, 	0.56,1.29, 0.56,1.28, -0.05,0.04,0.00,0.00
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.27, 6.82	15.75, 15.75, 46.68, 35.75
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.25, 6.82	15.75, 15.75, 46.66, 35.72
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.24, 6.83	15.75, 15.75, 46.65, 35.71
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.22, 6.84	15.75, 15.75, 46.63, 35.67
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.20, 6.84	15.75, 15.75, 46.62, 35.65
0,0,0,0,8,8,8,8,-2.72, -2.44, -1.18, -1.40, 	 0.00,  0.00,  0.00,  0.02, 	0.20, 0.20, 0.59, 0.45, 	0.56,1.29, 0.56,1.28, -0.05,0.04,-0.00,0.00
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.18, 6.83	15.75, 15.75, 46.58, 35.63
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.18, 6.82	15.75, 15.75, 46.58, 35.64
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.17, 6.81	15.75, 15.75, 46.56, 35.63
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.16, 6.81	15.75, 15.75, 46.54, 35.62
0,0,0,0,8,8,8,8,-2.72, -2.44, -1.18, -1.40, 	 0.00,  0.00,  0.00,  0.00, 	0.20, 0.20, 0.59, 0.45, 	0.56,1.29, 0.56,1.28, -0.05,0.04,0.00,0.00
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.15, 6.79	15.75, 15.75, 46.53, 35.62
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.15, 6.77	15.75, 15.75, 46.51, 35.63
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.15, 6.76	15.75, 15.75, 46.51, 35.65
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.13, 6.74	15.75, 15.75, 46.48, 35.63
Traj: 0	0.56, 1.29, 0.56, 1.28, 0.56, 1.28, 0.00, 0.00	-8.10, 6.75	15.75, 15.75, 46.45, 35.60
